feature,class_label
"[ 0.0029698   0.00387742  0.00353358 ... -0.0034481  -0.00257348
 -0.00136296]",left
"[-0.00250157 -0.00176726  0.00150604 ... -0.00119861 -0.00086918
 -0.00146723]",left
"[-0.00010818 -0.00013717 -0.00016728 ...  0.000214    0.00018618
  0.00019016]",left
"[-0.00341    -0.00452068 -0.00380906 ...  0.00096751  0.00058331
  0.00037763]",left
"[-0.00065208 -0.00116413 -0.00129099 ...  0.00013993  0.00012286
  0.00012953]",left
"[ 2.90710941e-05  5.68545802e-05  7.67409001e-05 ... -1.77500478e-05
 -1.14911336e-05 -1.42147155e-05]",left
"[ 4.6227980e-04  1.1301751e-03  1.4701739e-03 ... -1.5680856e-04
 -1.5627513e-04 -2.3259436e-05]",left
"[ 0.00042382  0.00104714  0.00345644 ...  0.00013939 -0.00166127
 -0.00181689]",left
"[-0.00451226 -0.00663444 -0.00706989 ... -0.00164172 -0.00207157
 -0.00160324]",left
"[ 2.7289809e-05  5.3802763e-05  9.4567440e-05 ... -9.3743728e-07
  1.3146899e-05  2.0217703e-05]",left
"[ 0.00186436  0.00310643  0.0029502  ... -0.0033305  -0.00284848
 -0.00191773]",left
"[-0.0032251  -0.00430741 -0.0037052  ...  0.00566364  0.00562427
  0.00559775]",left
"[ 0.00249904  0.00422547  0.00445901 ... -0.00168673 -0.00226457
 -0.00278196]",left
"[ 5.5524968e-05  1.3786204e-04  1.8082620e-04 ...  8.6861792e-06
  5.0664535e-06 -4.0916872e-05]",left
"[ 8.4197738e-05  1.5361057e-04  1.8110621e-04 ... -2.9660077e-04
 -3.2811015e-04 -2.8606964e-04]",left
"[ 1.1707059e-04 -1.0792735e-04 -1.8817204e-04 ... -9.5793519e-05
 -1.1162602e-04 -7.5340235e-05]",left
"[-0.00013651 -0.00022048 -0.00021097 ... -0.00014306 -0.00012376
 -0.00013395]",left
"[-8.1426566e-05 -1.2540194e-04 -1.1919082e-04 ... -7.7691890e-04
 -5.1823468e-04 -2.9798117e-04]",left
"[ 5.5902023e-05  7.6142082e-05 -1.1594693e-05 ... -2.2803268e-05
 -3.5230627e-05 -2.1229478e-05]",left
"[-0.00089667 -0.00301701 -0.00544217 ... -0.0003025  -0.00038852
 -0.00075095]",left
"[-0.00210134 -0.00282923 -0.00237203 ... -0.0019198  -0.00198235
 -0.00181747]",left
"[ 3.6206632e-06  1.4741704e-07 -3.3402951e-06 ...  7.9177327e-05
  1.7808314e-04  1.8799711e-04]",left
"[-0.00214802 -0.00337942 -0.0036883  ... -0.00077131 -0.00040191
 -0.00084344]",left
"[ 2.0173191e-04  5.8599666e-04  5.6590780e-04 ... -8.9048786e-05
 -1.8538436e-04 -2.1038075e-04]",left
"[-0.01418523 -0.02004932 -0.01683064 ... -0.01406374 -0.01567713
 -0.01533801]",left
"[ 3.6916905e-04  4.2253369e-04  3.3282521e-04 ...  6.4258797e-06
 -1.1949527e-04 -1.7817951e-04]",left
"[-2.5732967e-04 -4.8343549e-04 -4.1391043e-04 ...  4.7907641e-05
  6.4880500e-05  8.0648257e-05]",left
"[ 0.00010927 -0.00021889 -0.00044309 ...  0.00031194  0.00026134
  0.00023516]",left
"[-0.00162358 -0.00357296 -0.00406112 ... -0.00023277 -0.00159487
 -0.00178595]",left
"[-0.00151391 -0.00304132 -0.00389857 ... -0.00050729 -0.00024731
  0.0004833 ]",left
"[-0.00018996 -0.00031217 -0.00022999 ... -0.00028403 -0.00028392
 -0.00027647]",left
"[ 0.00013412  0.0003075   0.00037726 ... -0.00022436 -0.00016189
 -0.0001628 ]",left
"[ 1.4692976e-04  6.3695561e-04  1.1374005e-03 ... -1.6367911e-04
 -1.4573750e-04 -6.0742055e-05]",left
"[ 2.8221978e-06  4.0965242e-06 -2.6013236e-05 ... -2.3251828e-03
 -1.1823055e-03  9.7158167e-04]",left
"[-0.00122084 -0.00158954 -0.00136675 ... -0.00039571 -0.00034662
 -0.0003426 ]",left
"[ 6.8594147e-08  8.7013802e-08 -3.5635495e-11 ...  2.7424236e-05
  3.1600714e-05  3.3474997e-05]",left
"[-3.4724001e-04 -4.5103315e-04 -3.9561460e-04 ...  4.8039139e-05
 -1.4189891e-04 -7.6855137e-04]",left
"[ 0.02055138  0.02728066  0.02454494 ... -0.03322784 -0.03238162
 -0.03247737]",left
"[ 2.93713347e-05  8.96365382e-05  5.82815737e-05 ...  1.17958734e-04
  7.27575170e-05 -4.37370618e-05]",left
"[-5.1323406e-07 -5.8387491e-07  1.8636256e-06 ... -1.9780660e-05
 -7.0045462e-06  1.0153197e-05]",left
"[ 5.8795902e-04  1.3851592e-03  7.3406450e-04 ...  2.8909189e-05
  2.0050950e-04 -4.2392963e-05]",left
"[ 0.00041938 -0.00018852 -0.00114226 ... -0.00738488 -0.00710821
 -0.0065427 ]",left
"[-0.0010647  -0.00172003 -0.00179792 ...  0.01622174  0.0164464
  0.01600993]",left
"[ 1.5160563e-05 -9.1261769e-05 -1.8810778e-04 ... -2.6875061e-05
 -1.6327660e-05  3.0725907e-05]",left
[0.00067882 0.00130137 0.00095142 ... 0.00068466 0.00151705 0.00096552],left
"[-0.00052077 -0.00256345 -0.00371698 ...  0.0015071   0.00194327
  0.00206038]",left
"[-0.01327033 -0.01954044 -0.01763009 ... -0.00820471 -0.0098733
 -0.00919719]",left
"[-3.3961929e-04 -6.5744552e-04 -1.0145542e-03 ...  5.7375695e-05
  1.3078489e-04  4.0488085e-04]",left
"[2.4871590e-05 1.4469278e-04 2.9048620e-04 ... 1.4443327e-04 7.2145289e-05
 6.2247353e-05]",left
"[-0.00554285 -0.01079937 -0.00971343 ... -0.00917809 -0.00670125
 -0.00515561]",left
"[ 0.00103149  0.00157079  0.00192551 ...  0.00242706  0.0013612
 -0.00032479]",left
"[ 0.00025193  0.00045564  0.0004627  ... -0.00048099 -0.00044649
 -0.00042651]",left
"[ 0.00586138  0.00772373  0.00653499 ...  0.0008192  -0.00079357
 -0.00154955]",left
"[-2.5604040e-04 -5.1849801e-04 -9.2048256e-05 ... -6.0350574e-03
 -5.4099481e-03 -4.6468489e-03]",left
"[-0.00040594 -0.00135337 -0.00070586 ...  0.00063817  0.00062818
  0.00078866]",left
"[ 6.6938817e-05  4.3404684e-04  5.2226475e-04 ... -9.5839525e-05
 -3.0931100e-04 -5.0782121e-04]",left
"[-0.00059796 -0.00126    -0.0005458  ... -0.00020011  0.00011448
  0.00025012]",left
"[ 7.5693184e-04  6.8351515e-03  9.2205200e-03 ... -1.8055211e-05
  3.2767691e-04  1.2274151e-03]",left
"[ 2.5495606e-06  2.6462951e-05  3.0223411e-05 ... -2.4336241e-06
 -4.1971612e-06 -1.4997137e-06]",left
"[-2.4035368e-10 -3.5154093e-09  1.3218349e-09 ...  5.5959185e-07
  3.5167227e-07  8.7014098e-07]",left
"[ 6.7986352e-03  1.1115417e-02  1.0588931e-02 ... -8.2967570e-04
  6.4288957e-05  8.3237636e-04]",left
"[-1.4186073e-08 -2.2473003e-08 -4.8253320e-08 ... -5.4032287e-05
  2.0172820e-05  8.2038950e-06]",left
"[ 1.1400900e-04  3.0528457e-04  3.9706659e-04 ... -1.6792706e-05
 -5.8614180e-05 -1.1712292e-04]",left
"[-2.7149574e-05 -3.8447899e-05  2.3912815e-05 ...  6.1071885e-05
  3.8723771e-05  3.1813699e-05]",left
"[-4.6310794e-05  1.1559631e-04  3.5356515e-04 ...  3.5007097e-04
  4.0567905e-04  1.9739583e-04]",left
"[ 7.2623618e-07  2.4352044e-05  5.2082796e-05 ... -2.3066625e-05
 -9.8720247e-06 -3.6918926e-05]",left
"[-2.3400928e-05  3.8403268e-05  9.9672674e-05 ...  2.9048417e-05
  1.2188438e-05  3.4505214e-07]",left
"[ 2.7110759e-04  3.6846142e-04  3.0223624e-04 ... -7.5577514e-06
  1.0739183e-04  3.5360266e-04]",left
"[-4.3817622e-06 -5.4679127e-05 -5.3202246e-05 ...  3.8077083e-06
 -1.7982576e-07  5.6182135e-08]",left
[0.00059947 0.00051987 0.00024321 ... 0.00052959 0.0006325  0.00043242],left
"[ 0.02256082  0.03364261  0.03555309 ... -0.01774122 -0.01921063
 -0.02044466]",left
"[ 0.00852895  0.01461818  0.02009359 ... -0.01201256 -0.01351607
 -0.01230757]",left
"[-5.8214853e-05 -7.3099596e-05 -7.6322922e-06 ... -2.7031714e-05
 -3.7270642e-05 -1.3851232e-05]",left
"[-0.01877164 -0.03169074 -0.03856774 ...  0.0204431   0.01848588
  0.01714358]",left
"[-0.00194905 -0.00344103 -0.00270441 ...  0.00410046 -0.00155135
 -0.00241036]",left
"[-1.0413716e-04 -3.5010988e-04 -4.2631291e-04 ...  7.7385790e-05
  6.1327140e-05  6.6525776e-05]",left
"[ 0.00029185 -0.00068788 -0.00077342 ...  0.00313653  0.00280096
  0.00225927]",left
"[ 0.00035398  0.00067738  0.00068126 ...  0.00160077  0.0001321
 -0.00054929]",left
"[-0.00114765 -0.00152872 -0.00104746 ...  0.00043866  0.00105559
  0.00159288]",left
"[-4.4514025e-05 -1.9634920e-04 -1.6991867e-04 ...  1.3879746e-04
  1.9553633e-04  1.3749696e-04]",left
"[-0.00316422 -0.00711185 -0.01006215 ...  0.00327796  0.00303875
  0.00264602]",left
"[-0.00170066 -0.00196586 -0.00148145 ...  0.00305794  0.0030736
  0.00282445]",left
"[-1.3551762e-04 -2.4133176e-04 -2.6391144e-04 ...  9.0162539e-05
  9.0859852e-05  8.6090447e-05]",left
"[ 5.5849021e-05  9.3120689e-05  8.8138426e-05 ... -9.2802325e-04
 -3.0284014e-03  2.5097784e-03]",left
"[ 1.0658687e-06 -5.9962832e-07 -1.0137412e-06 ... -5.6430799e-06
 -6.1699161e-06 -5.0949911e-06]",left
"[-0.0015358  -0.00203235 -0.00211572 ... -0.00085643  0.00270944
  0.00261757]",left
"[ 0.00387003  0.00496537  0.00406615 ... -0.00673379 -0.00684446
 -0.00692447]",left
"[ 0.00281294  0.00566825  0.0047311  ... -0.00223033 -0.00212694
 -0.00200954]",left
"[-0.00084672 -0.00196371 -0.00197648 ... -0.0003444  -0.00028945
 -0.00047989]",left
"[-1.4202154e-04 -1.8666833e-04 -3.7779583e-04 ...  6.3431267e-05
  1.6199195e-04  1.5599761e-04]",left
"[-7.2866897e-05  3.6195607e-04  6.2312040e-04 ... -3.9346289e-04
 -3.6102676e-04 -3.5142287e-04]",left
"[ 3.0362571e-07 -2.0434780e-03 -1.4975308e-03 ...  2.5028475e-03
  4.6742642e-03 -1.6619792e-03]",left
"[ 0.00585176  0.00826378  0.00753155 ... -0.00160168 -0.00127647
 -0.00087523]",left
[0.02859883 0.03668708 0.03106587 ... 0.01987121 0.01998828 0.02103092],left
"[ 0.02607001  0.03747782  0.03473109 ...  0.0009377   0.00099783
 -0.00137185]",left
"[-0.00118852 -0.00226406 -0.00200159 ...  0.00039302  0.00039234
  0.00036805]",left
"[ 2.9295313e-03  4.0236730e-03  3.6390880e-03 ... -1.0007333e-03
 -2.0184950e-03 -8.1247359e-05]",left
"[-1.5093200e-04 -2.6933933e-04 -3.2338506e-04 ...  7.9635131e-05
  4.6257239e-05  6.0412644e-05]",left
"[-1.3885595e-05 -3.7229905e-04 -2.9197100e-04 ...  1.4262465e-04
  1.5402568e-04  1.9948835e-04]",left
"[-0.00463791 -0.00983122 -0.01158192 ... -0.00256398 -0.00248132
 -0.00280378]",left
"[ 0.00045191  0.00094167  0.00133341 ... -0.00129022 -0.00098876
 -0.00062614]",left
"[-0.00341964 -0.00566665 -0.00598334 ... -0.00297173 -0.00319321
 -0.0034167 ]",left
"[ 2.5779795e-04  4.0323992e-04  1.7842196e-04 ... -9.7999146e-05
 -1.4224171e-04 -1.5753671e-04]",left
"[-7.8339224e-05  4.9486316e-06  4.3498803e-06 ...  1.3850964e-04
  8.6283617e-05  2.3024046e-05]",left
"[ 0.00047359  0.00066383  0.00070346 ... -0.00072252 -0.00072725
 -0.00071831]",left
"[-3.4539739e-06 -5.2269781e-05 -5.0734248e-05 ...  1.7552878e-05
  3.5627250e-05  2.1658845e-05]",left
"[-2.1283910e-05  6.9095877e-05  9.9500568e-05 ...  3.1145991e-04
 -6.2622952e-05  9.2894996e-05]",left
"[-2.8753231e-05 -8.3372739e-05 -9.6509648e-05 ...  1.8603621e-05
  3.3175216e-05 -7.1689865e-06]",left
"[-1.8146189e-04 -8.6304528e-05  5.7478879e-05 ... -6.0496164e-05
 -2.0748778e-04 -2.9286876e-04]",left
"[-0.00813965 -0.01056926 -0.00969209 ... -0.00339591  0.00013126
  0.00268924]",left
"[ 5.3616517e-05  4.3966997e-05 -1.4593334e-05 ...  4.7346111e-04
 -4.5791082e-04 -5.6406809e-04]",left
"[-5.11724693e-07 -4.67252221e-06  3.48405702e-05 ... -1.25802135e-05
 -5.88586990e-05 -3.76207777e-06]",left
"[-0.00157225 -0.0025805  -0.00280769 ... -0.00030516 -0.00031337
 -0.00036964]",left
"[-1.9542684e-04 -4.5470876e-04 -6.3862151e-04 ... -1.6149728e-05
  7.4197284e-05  2.2538766e-04]",left
"[-0.00143698 -0.00231236 -0.00242235 ... -0.00124867 -0.00133325
 -0.00173057]",left
"[3.9307015e-05 2.1482969e-04 2.2793471e-04 ... 4.4016382e-05 1.1049686e-04
 1.3212510e-04]",left
"[-1.7069964e-05 -3.1790975e-04 -5.3456682e-04 ...  8.6625987e-05
  2.0713809e-04  2.6025675e-04]",left
"[ 3.5370576e-08  2.3602095e-08 -3.4274601e-09 ... -3.5590074e-05
 -2.8064744e-05 -8.9546547e-06]",left
"[ 0.00020387 -0.00011892 -0.00038819 ... -0.00060905 -0.00060211
 -0.00051463]",left
"[-0.02506794 -0.02983589 -0.0222426  ... -0.07543729 -0.07492714
 -0.07192993]",left
"[1.3510125e-06 1.9664975e-04 2.4261056e-04 ... 9.7474898e-05 5.8254616e-05
 2.8985743e-05]",left
"[ 4.8522492e-05 -5.4447853e-05 -1.3561276e-04 ... -2.4330981e-05
 -3.9379196e-05 -1.4098535e-05]",left
"[-3.2852393e-05 -8.6174463e-05 -8.5366191e-05 ...  4.2904987e-05
  4.0245443e-05 -2.4726812e-06]",left
[0.00035712 0.00052663 0.00028706 ... 0.00033245 0.00035058 0.00027815],left
"[-0.00028619 -0.00038201 -0.00039484 ...  0.00033084  0.00025926
  0.00013313]",left
"[-0.00080869 -0.00133934 -0.00148504 ...  0.00059994  0.00053914
  0.00037913]",left
"[-0.0044889  -0.00824208 -0.01005879 ...  0.00324629  0.00274917
  0.00216644]",left
"[ 0.00448524  0.00505397  0.00366289 ... -0.00330859 -0.00473572
 -0.0050502 ]",left
"[ 0.00161166  0.00461543  0.00588097 ...  0.00170625 -0.00152333
 -0.00371717]",left
[0.0002744  0.0006632  0.00062044 ... 0.00012816 0.00057524 0.00067469],left
"[-1.3479861e-04 -4.0470995e-04 -5.0719199e-04 ...  4.2653166e-05
  4.8770886e-05  5.0900620e-05]",left
"[-0.00147792 -0.00156376 -0.00067332 ... -0.00353916 -0.00251919
 -0.00053309]",left
"[-0.00839494 -0.01200549 -0.01090641 ...  0.01192922  0.00293182
 -0.00186882]",left
"[-0.00132356 -0.00301824 -0.00332582 ...  0.00133583  0.00167782
  0.00186625]",left
"[-0.00059819  0.00189808  0.00414129 ...  0.00130521  0.001159
  0.00111339]",left
"[ 2.25955388e-04  5.87988645e-04  6.82958984e-04 ... -1.57766161e-04
 -1.17657895e-04  7.02513571e-05]",left
"[ 3.8666173e-04  6.4828666e-04  5.5839645e-04 ... -1.3538699e-04
 -1.7760094e-04  9.3338000e-05]",left
[0.0048799  0.00702671 0.00400074 ... 0.00611555 0.00714116 0.00859879],left
"[-0.00198791 -0.00339158 -0.00396195 ... -0.00029041 -0.00032531
 -0.00032951]",left
"[-0.00013489 -0.00093946 -0.00190649 ... -0.00136303 -0.00136313
 -0.00142094]",left
"[ 2.0167536e-06 -2.1378255e-05 -6.0235052e-05 ...  3.5482037e-05
  5.8478679e-05  5.4552671e-05]",left
[0.00082717 0.00110893 0.00079915 ... 0.00068651 0.0006478  0.00061847],left
"[-0.00014573 -0.00035418 -0.00030506 ...  0.00018202  0.00022498
  0.00015509]",left
[0.00075355 0.00117032 0.00123267 ... 0.00059484 0.0006534  0.00064143],left
"[ 2.4411167e-04  1.1353036e-03  1.5980694e-03 ...  1.3646673e-04
 -5.0571057e-06 -8.8434674e-05]",left
"[ 0.00016483  0.00026651  0.00010743 ... -0.00123234 -0.00116136
 -0.00122215]",left
"[-0.00033292 -0.00069374 -0.00133747 ...  0.0006089  -0.00012436
 -0.0008859 ]",left
"[ 1.7420664e-04  9.7322837e-04  1.0402440e-03 ... -1.1551805e-05
 -1.1600462e-04 -1.8909259e-04]",left
"[-0.00058673 -0.00050274 -0.00010586 ...  0.00157119  0.001493
  0.00117935]",left
"[-4.1036305e-04 -5.7095976e-04 -6.2587031e-04 ...  1.1480408e-03
  9.9511328e-04 -8.6507964e-05]",left
"[-0.00247177 -0.00847299 -0.01001174 ...  0.00029801  0.00028832
 -0.00033504]",left
"[ 2.31512622e-05  6.81661331e-05 -1.38802861e-04 ... -1.13628055e-04
 -7.65150689e-05 -6.24050881e-05]",left
"[ 5.0494698e-20 -8.9987047e-20  8.8909605e-20 ... -2.2708995e-05
 -1.8841696e-05 -2.8670718e-05]",left
"[ 2.7197573e-05  6.0207371e-05  4.7418442e-05 ...  7.8687016e-03
  2.9941234e-03 -5.0834683e-03]",left
"[-0.01693711 -0.02518056 -0.02259986 ... -0.00770548 -0.00715599
 -0.00697899]",left
"[ 0.02199675  0.0395327   0.03501105 ... -0.01952802 -0.019544
 -0.01885982]",left
"[-0.002908   -0.00419366 -0.00364296 ... -0.00036385 -0.00022681
 -0.00011411]",left
"[-9.9452300e-05 -2.8297282e-04 -2.8281283e-05 ... -2.9277944e-04
 -2.9036769e-04 -4.2423580e-04]",left
[0.00099777 0.00169757 0.00194081 ... 0.00155103 0.0017287  0.00179699],left
[0.01100689 0.01555143 0.01517135 ... 0.02395516 0.01293242 0.00155764],left
"[ 6.2402883e-05  2.2008026e-04  2.3716800e-04 ... -4.1145124e-04
 -3.2913202e-04 -2.6508328e-04]",left
"[ 4.7860671e-05  3.5018777e-05  3.9928098e-05 ... -8.6041965e-04
 -7.8911340e-04 -6.0721935e-04]",left
[0.01001793 0.01303684 0.01115364 ... 0.01080781 0.01067593 0.01086589],left
"[ 0.00639303  0.00767788  0.00618912 ... -0.00172597 -0.00195108
 -0.00231695]",left
"[ 1.0419828e-06  3.6746104e-07 -7.3728791e-07 ...  8.5434186e-07
  3.9764691e-06  6.7007368e-06]",left
"[-0.0027437  -0.00352193 -0.00332551 ...  0.00727603  0.00733949
  0.00716487]",left
"[-7.8728051e-05  5.3270144e-04  1.0787759e-03 ...  5.7500048e-04
  3.9809637e-04  4.5921266e-04]",left
"[-0.00457467 -0.0056817  -0.00509476 ...  0.00058635  0.00062929
 -0.00011629]",left
"[-0.00342887 -0.00634262 -0.0048473  ...  0.00185243  0.0016192
  0.00177684]",left
"[-2.28821300e-04 -3.11450800e-04 -3.20242485e-04 ... -1.16891686e-04
 -7.95427623e-05 -4.51952437e-05]",left
"[ 0.00522434  0.00732712  0.00652457 ... -0.00780321 -0.00750371
 -0.00703743]",left
"[-0.00010441 -0.00025139 -0.00036193 ...  0.00120809  0.00118193
  0.00050198]",left
"[-0.00011038 -0.000304   -0.00034505 ... -0.00057736 -0.00032384
 -0.00274479]",left
[0.0001044  0.0001333  0.00010969 ... 0.00093342 0.00090827 0.0009042 ],left
"[-1.1309041e-06  4.8368172e-05  7.7906821e-05 ...  1.0700849e-04
  8.0107020e-05  8.9240391e-05]",left
"[-0.00211016 -0.00280072 -0.00345424 ...  0.00308569  0.00165371
 -0.00024   ]",left
[0.00052486 0.00066107 0.00056495 ... 0.00139794 0.00139962 0.00135974],left
"[-0.00086007 -0.0012184  -0.00122224 ...  0.00019022  0.00028192
  0.00040079]",left
"[ 0.0007348   0.00053294 -0.00142477 ... -0.00034359 -0.00029602
 -0.00034402]",left
"[-1.6107933e-04 -2.2611907e-04 -2.1186440e-04 ... -7.9210222e-06
  4.7355421e-05  7.9846097e-05]",left
"[ 0.00044271  0.00060607  0.00052149 ... -0.00330095 -0.00315487
 -0.00306356]",left
"[-0.00429074 -0.00584532 -0.00497867 ... -0.00232058 -0.00247664
 -0.00266917]",left
"[-7.0658937e-04 -8.3977589e-04 -7.6178403e-04 ... -9.4045390e-05
 -1.2343896e-04 -1.1712125e-04]",left
"[-7.2533867e-06 -6.0335689e-05  9.1508973e-06 ...  1.6707256e-05
  2.1872531e-05  2.8931772e-05]",left
"[-5.4924429e-05 -6.8752641e-05 -3.7839091e-05 ...  2.0724730e-05
  1.3705147e-05  2.3320243e-05]",left
"[-5.8622481e-06 -3.2984943e-05  2.4849276e-05 ... -1.0249039e-05
 -1.9989642e-05 -1.2509947e-05]",left
"[ 4.5248296e-05  2.5300795e-04  6.0977769e-04 ... -1.3003417e-04
 -1.3540036e-04 -8.1041835e-05]",left
"[-2.4576406e-05 -7.6271931e-06  6.3195166e-06 ... -2.7015972e-06
  2.9146306e-05  6.2501938e-05]",left
"[ 4.3111760e-07 -2.4312629e-07  7.6066380e-07 ...  1.8129869e-06
  2.4486795e-05  1.7812526e-05]",left
"[ 3.6806124e-08  3.4236106e-08  5.0849941e-08 ...  1.3171368e-05
 -9.8087767e-06 -1.1078706e-05]",left
"[-1.9327093e-05  2.0389911e-04 -2.6355119e-04 ...  2.6017769e-05
 -1.2097688e-06 -1.0124131e-06]",left
"[ 8.3611798e-05  1.5472123e-04  1.1328712e-04 ... -5.3558801e-05
 -5.8836969e-05 -5.4647804e-05]",left
[0.00664213 0.00661114 0.00350185 ... 0.02821883 0.02349848 0.01979038],left
"[-0.002225   -0.0031859  -0.0027087  ... -0.00141203 -0.00121419
 -0.00088529]",left
"[ 0.02982833  0.04043587  0.03894709 ... -0.00101809 -0.00191314
 -0.00352203]",left
"[ 6.8937624e-07 -1.1863958e-07  1.6432864e-07 ... -1.1617563e-03
  8.0334903e-06 -6.8566430e-04]",left
"[-3.0945706e-05  3.2600964e-04  1.6043379e-04 ... -4.3495381e-03
 -4.1182186e-03 -3.9050973e-03]",left
"[ 3.7301700e-06  3.2768869e-05 -2.5566285e-05 ...  8.6010994e-07
  4.9461742e-06  3.5539813e-06]",left
"[-0.00033072 -0.00065739 -0.00135533 ... -0.00633741 -0.00629185
 -0.00638896]",left
"[ 0.00151128  0.00261499  0.00291846 ... -0.00054798  0.00047025
  0.00013633]",left
"[ 0.00017507 -0.0002365  -0.00115467 ...  0.00018855  0.00038901
  0.00074712]",left
"[ 0.00051945  0.00086664  0.00067214 ... -0.00105113 -0.00102416
 -0.00085995]",left
"[-1.2420683e-06  1.0438351e-06 -6.7818064e-06 ... -5.7039226e-05
  1.0354807e-04  1.8441310e-04]",left
"[-3.6477570e-05 -2.6173331e-04 -3.3682748e-04 ...  1.0659730e-03
  1.1237331e-03  1.1154915e-03]",left
"[ 0.00048547  0.00069315  0.00058878 ... -0.000846   -0.00087774
 -0.00081027]",left
"[-0.00064261 -0.00160462 -0.00155642 ... -0.01401286  0.03603089
  0.00964793]",left
"[-0.00185688 -0.00456046 -0.00661481 ... -0.00729233 -0.00979475
 -0.01124625]",left
"[-2.0155011e-04 -7.1268692e-04 -8.9715654e-04 ... -2.6252716e-05
  1.7281929e-05  1.1122593e-05]",left
"[-9.5966902e-07  1.7416698e-06 -2.6974334e-05 ... -1.7385388e-06
  8.9296072e-06 -3.3801266e-06]",left
"[-0.00474714 -0.01003243  0.00097846 ...  0.00035458  0.00078434
  0.00179692]",left
"[-1.5841253e-04 -2.0038305e-04 -1.6000276e-04 ... -2.2380422e-04
 -1.5586967e-04 -8.5618492e-05]",left
"[-0.00200279 -0.00253454 -0.0021708  ... -0.00135928 -0.00144846
 -0.00136478]",left
"[-0.00087986 -0.00065406 -0.0015381  ...  0.00013791  0.00480812
  0.0079367 ]",left
[0.00247382 0.00241598 0.00159803 ... 0.00140109 0.00266217 0.00336587],left
"[-0.0026839  -0.0052125  -0.00471912 ... -0.00284877 -0.00289906
 -0.00263573]",left
[0.00216294 0.00453064 0.00594757 ... 0.00523242 0.00477522 0.00469593],left
"[-0.01113154 -0.01423239 -0.01315268 ... -0.01121555 -0.01068761
 -0.01126368]",left
"[-0.00662948 -0.01192695 -0.01108621 ... -0.00339519 -0.00304427
 -0.00264645]",left
"[-0.00459949 -0.00604433 -0.00522324 ...  0.00304537  0.00347734
  0.00397837]",left
"[-2.7655107e-05 -3.1124899e-05 -5.7534860e-05 ... -3.7407981e-06
 -1.2547744e-05 -3.6631587e-05]",left
[0.00048864 0.00063461 0.00078798 ... 0.00030534 0.00026565 0.00028168],left
"[-0.00169494 -0.00276825 -0.00293397 ...  0.00061903  0.00046957
  0.0002504 ]",left
"[-1.8831727e-04 -3.5752147e-04 -3.7023734e-04 ... -5.9182541e-05
 -1.3750972e-04 -2.2563060e-04]",left
"[ 3.0991876e-05  1.7447595e-04  3.1198771e-04 ...  9.2060240e-05
  4.1655760e-05 -2.6862708e-05]",left
"[ 0.00205424  0.00384959  0.00393959 ... -0.00615511 -0.00635001
 -0.00496179]",left
"[ 0.0004847   0.00593975  0.01071957 ...  0.00204336 -0.00046934
  0.00024868]",left
"[ 5.2345851e-05  6.6669658e-05  5.4459626e-05 ...  1.6184289e-05
  2.2624941e-05 -6.5738541e-06]",left
"[ 0.00086971  0.00121327  0.00111727 ... -0.00010047  0.00158004
  0.00184129]",left
"[-0.00052302 -0.00115087 -0.00157557 ... -0.00051314 -0.00041258
 -0.0004652 ]",left
"[ 1.0905834e-03  1.4628106e-03  1.1442211e-03 ... -4.8538448e-05
 -9.9489756e-05 -2.7487881e-04]",left
"[-0.16312131 -0.2255673  -0.18498433 ... -0.027631   -0.02725382
 -0.01958167]",left
"[-2.2015502e-07 -2.3882392e-05 -3.8516489e-05 ... -3.0209336e-05
 -7.4028658e-06  9.1946401e-07]",left
